clicked_news	category	subcategory	title
N5466	nyheter	innenriks	Elden om hasjavtale: – Dette er bare tull
N5468	nyheter	helse	Medisinske fremskritt redder flere
N5469	nyheter	trondheim	RBK føler seg misbrukt av Pegida
N5470	nyheter	innenriks	Lerum-syltetøy på vei ut av Rema-butikkene
N5472	nyheter	trondheim	Elgsethytta stengt frem til lørdag
N5476	No category	No subcategory	Dette er sommerens nye reisemål
N5477	pluss	kultur	Her bli det pub og restaurant
N5479	nyheter	okonomi	Slik blir det nye gigantbygget til Nav i Trondheim
N5480	nyheter	innenriks	Staten mener Breivik er mer ekstrem enn før 22. juli
N5481	nyheter	okonomi	Skal bygge nytt høyhus i Trondheim
N5482	No category	No subcategory	2000 mil med ponni
N5487	forbruker	hjem	Sittegruppe av striesekker
N5488	No category	No subcategory	Melodiøse mestere
N5489	No category	No subcategory	Lyden av Trondheim 2013
N5490	nyheter	innenriks	Sejersted: – Norges mest ressurskrevende fange
N5491	nyheter	trondheim	Beklager uakseptabel oppførsel fra lærer
N5492	nyheter	trondheim	- Døde mens han gjorde det han elsket mest
N5493	nyheter	sortrondelag	Stanser båttransport av skolebarn
N5494	nyheter	trondheim	Nær 3000 gratis parkeringsplasser
N5495	nyheter	trondheim	Adressa.no kåret til beste lokale nettsted
N5496	pluss	kultur	Gravide bør advares mot skrekkfilmen «Shelley»
N5497	100sport	fotball	Start-treneren mellomfornøyd etter testdag: - Litt for variabelt og for stor forskjell
N5499	pluss	nyheter	Krever at skoletomta plasseres inne på Overvik-området
N5500	nyheter	innenriks	Høy vannstand varsles for åtte fylker
N5502	No category	No subcategory	Dette er årets beste nettsak
N5503	forbruker	hjem	Tørk av deg på beina!
N5504	nyheter	sortrondelag	Betydelig fare for snøskred
N5509	No category	No subcategory	Kastet nesten alt han eide og ble minimalist: Mener han ble lykkeligere
N5511	nyheter	trondheim	- En tur på butikken kan fort ta fire timer
N5512	nyheter	innenriks	Én av to vet hva Sivilforsvarets varslingssignal betyr
N5514	nyheter	trondheim	Beboere vant viktig seier i kamp mot superbusstrasé
N5516	nyheter	trondheim	- Fraktet liket med rullestol
N5518	nyheter	trondheim	Bussen kan fremdeles ikke kjøre på Vestre Rosten
N5519	No category	No subcategory	Ny butikk blir dobbelt så stor som de andre
N5520	pluss	okonomi	- I år kan City Lade gå forbi City Syd
N5522	nyheter	trondheim	- AtB bryter loven
N5523	nyheter	sortrondelag	Sjekk hva den nye storkommunen skal hete
N5524	nyheter	innenriks	- Breivik den samme mannen i dag som 22. juli 2011
N5526	No category	No subcategory	Høyre vil ha nasjonal roaming
N5527	nyheter	trondheim	Stine og samboeren ble frastjålet ting for opp mot 100 000 kroner
N5528	nyheter	sortrondelag	Slik skal kommunene takle befolkningsboomen
N5529	nyheter	innenriks	Sejersted: – Manifestet er sentralt i saken
N5530	nyheter	trondheim	Økonomi-NTNU slo på stortromma
N5532	tjenester	bildeserier	Lesernes påskebilder 2016
N5534	pluss	okonomi	Nå forsvinner disse varene fra Rema 1000
N5535	nyheter	trondheim	Kroppen til Vibeche (48) var innpakket og hadde skader
N5538	No category	No subcategory	20 000 sykler til og fra sentrum hver dag
N5539	pluss	nyheter	- Trondheim er en altfor liten by for å drive med fanteri.
N5540	No category	No subcategory	Vil stenge Gamle Bybro for bilister for alltid
N5541	pluss	okonomi	11 utfordringer for gründere i Trondheim
N5542	nyheter	sortrondelag	- Det var et skikkelig smell
N5543	nyheter	trondheim	Sykkelulykke i Trondheim
N5544	nyheter	trondheim	Sjetne skole får mobberefs
N5545	nyheter	sortrondelag	Kvinne overfalt på vei hjem fra fest
N5546	pluss	nyheter	Barn kjøper alkohol gjennom trøndersk Facebook-gruppe
N5547	pluss	nyheter	Bystyret pålegger skolene å ha opplegg mot seksuelle overgrep
N5548	nyheter	trondheim	Mann pågrepet etter å ha banket opp kvinne
N5549	No category	No subcategory	The Fjords har mer å gå på
N5550	pluss	nyheter	Seks spørsmål og svar om hvorfor oljeboring ved Lofoten blir vårens politiske verkebyll
N5552	forbruker	hjem	Tom Erik Sørensen
N5553	nyheter	sortrondelag	- Den minste ferja tåler ikke litt kuling en gang
N5557	nyheter	innenriks	Høyres programkomité nevner ikke eggdonasjon
N5563	100sport	fotball	Kappet hodet av Messi-statue
N5564	nyheter	sortrondelag	Romjulsmarsj til «Fælfætte»
N5565	nyheter	trondheim	Siste rest av Snaustrinda blir borte
N5566	nyheter	okonomi	Tenåring rikere enn Reitan
N5567	nyheter	nordtrondelag	Slik skal bestemor Bjørg (68) selge ullsokker fra Hell
N5568	pluss	nyheter	Venneproblemer kan gi ADHD-symptomer
N5569	nyheter	trondheim	Lastebil stoppet med 8,2 tonn overlast
N5570	100sport	vintersport	NRK-ekspert bekymret én måned før VM: – Det ser ikke så veldig lyst ut
N5571	nyheter	nordtrondelag	Dette polske vogntoget ga inspektørene hakeslepp
N5572	nyheter	trondheim	- Stein, hakke toillat
N5573	pluss	nyheter	Latskapen til denne sjåføren endte med anmeldelse
N5575	nyheter	okonomi	Hun er rikeste kvinne i Midt-Norge
N5577	No category	No subcategory	Brukte urtemedisin - må bytte nyre
N5578	nyheter	trondheim	Nøden, nåla og nestekjærlighet
N5579	No category	No subcategory	Sped sjåfør, diger doning
N5581	sport	sprek	Rune (42) fra Trondheim gikk fra topptrent til 225 kg
N5584	nyheter	sortrondelag	&ndash; Jeg er så heldig som har ham som fastlege
N5585	nyheter	utenriks	– Familiefar (45) drepte sin kone og fire barn
N5587	nyheter	helse	Trening hjelper &laquo;litjkaren&raquo;
N5590	pluss	okonomi	Fire apper som skal gjøre livet lettere
N5591	No category	No subcategory	«Enkelte menn blir rasende»
N5592	kultur	scene	Kaster hun blåbær fra vagina?
N5593	nyheter	sortrondelag	- Dette er fullstendig uforsvarlig
N5594	meninger	kronikker	Jakten på kjærligheten
N5595	No category	No subcategory	Dette bryllupsbildet tatt på Byneset er blant de ti beste i verden
N5596	nyheter	trondheim	- Jeg er ingen nikkedukke for «Leifen»
N5597	nyheter	trondheim	- Yo, du må ta kontakt, ellers blir det fysisk
N5599	nyheter	moreromsdal	Siste reis for «Borgenes II»
N5604	nyheter	sortrondelag	Brann i garderobebygg i Orkanger
N5606	nyheter	nordtrondelag	Røykutvikling i leilighet i Levanger
N5608	No category	No subcategory	Slik lager du blomsterkasse med hjul
N5610	No category	No subcategory	Fremtidsrettet inndeling av det nye universitetet
N5611	nyheter	sortrondelag	NTNU-rektorens innstilling møter hard motstand
N5613	nyheter	trondheim	460 studenter kommer til Isfit. 340 av dem trenger fremdeles et sted å bo
N5614	No category	No subcategory	- Rart å se seg selv på tv
N5615	No category	No subcategory	- Dopes ned fordi pleierne er for få
N5616	nyheter	sortrondelag	Hoppekonge på veien
N5617	nyheter	trondheim	Hvem tyvlåner katten til Mona Grudt?
N5618	No category	No subcategory	- Fire meter listverk ut vinduet
N5619	No category	No subcategory	Breddeklubben Nardo
N5620	pluss	magasin	Betaler titusener for blinkskudd
N5621	nyheter	innenriks	Fakta om sibirsk tiger
N5622	nyheter	trondheim	Mann funnet død i vannet
N5623	tjenester	bildeserier	Se flere farlige lastemetoder
N5624	nyheter	nordtrondelag	Dette hadde trønderen med seg fra Cuba
N5626	No category	No subcategory	Hetses på nett etter eposttabbe
N5627	pluss	meninger	Superbuss kan bli et usupert pengesluk
N5628	nyheter	sortrondelag	Filmen rullet over pc-skjermen mens sjåføren rullet på veien
N5630	nyheter	okonomi	Har fått over 80 anmeldelser mot Nummeropplysninga
N5633	pluss	nyheter	Vil sende pasienter mellom Orkdal og Trondheim
N5634	No category	No subcategory	Kjersti Buaas ble verdensmester
N5636	nyheter	sortrondelag	1100 mennesker slo ring rundt akutten
N5638	nyheter	kuriosa	UP-sjefens skrekkbilder
N5640	nyheter	sortrondelag	Flere ansatte ved Orkdal sjukehus slått ut av virus
N5641	nyheter	trondheim	Studentene med egen fredsuke i Trondheim
N5642	nyheter	okonomi	Første sjef rekruttert til Scandic Lerkendal
N5644	nyheter	sortrondelag	Eldre dame fant ukjent mann sovende i sofaen sin
N5645	sport	sprek	Elsker å trene i parken
N5646	No category	No subcategory	Jonas Gahr Støres far er død
N5648	No category	No subcategory	Mens og gærne jenter
N5649	No category	No subcategory	De vil ta parkene våre
N5651	100sport	fotball	FIFAs nye idé provoserer Tjærnås: – Det er rett og slett et ubegripelig elendig forslag
N5652	nyheter	utenriks	Mange svenske kvinner føler seg utrygge ute på kveldene
N5655	pluss	nyheter	Er bærene modne der du er?
N5658	forbruker	hjem	Lar jula ruve
N5660	No category	No subcategory	Sagen til sykehus etter fall i Vikersund
N5661	nyheter	innenriks	Isfront mellom Eirik Jensen og Gjermund Cappelen
N5662	nyheter	nordtrondelag	PST: Høyreekstreme miljøer vokser i Trøndelag
N5666	nyheter	trondheim	Politiet fikk melding om skuddlyd på Byåsen
N5667	nyheter	innenriks	PST varslet om naziflagg i Kristiansands julegate
N5670	pluss	nyheter	Må behandle klage på asfaltverk på nytt
N5671	No category	No subcategory	Selv om de har den beste tomta i byen, kan de aldri lene seg tilbake
N5672	nyheter	trondheim	En havnet i arresten etter slåsskampen - så ble den andre arrestert i en butikk
N5673	nyheter	utenriks	Trump utnevner vaksineskeptiker til å evaluere vaksiner
N5674	pluss	okonomi	400 vil leie leilighet før de kjøper den
N5675	100sport	fotball	Trøndersk unggutt blir lagkamerat med Ødegaard: - Forventer at han dominerer litt
N5676	No category	No subcategory	Sjekk hvor mye du kan spise for å få i deg 200 kcal
N5677	nyheter	trondheim	Vil tvinge NTNU til byen
N5678	nyheter	innenriks	Breivik gjorde nazihilsen da han ankom rettssalen
N5679	nyheter	innenriks	- Jensen har gjort kontant- innskudd på én million
N5680	nyheter	sortrondelag	Stanset lastebil med lastebil på planet
N5682	nyheter	innenriks	Thorbjørn Berntsen med klar ulvebeskjed
N5684	100sport	fotball	Hallvar Thoresen: – Ødegaard får styrket sine sterke sider i Nederland
N5685	No category	No subcategory	Minneord: Stig Skjærvik
N5687	nyheter	innenriks	Narkoliberal organisasjon gransker motstandere
N5688	No category	No subcategory	Høyeste på 30 år: Rekordhøyt bilsalg i 2016
N5689	nyheter	utenriks	400 norske studenter kastet ut av skianlegg i Sverige
N5690	pluss	nyheter	Disse 21 tiltakene må fikses før superbussene kan gå
N5692	nyheter	innenriks	Fire av ti negativ til oljeboring utenfor Lofoten
N5693	100sport	andreidretter	Mia (15) er nordens beste på sin alder: - Klatrehallen er mitt andre hjem
N5694	nyheter	sortrondelag	Lyspæra har sett lyset i 72 år
N5695	nyheter	trondheim	Ung kvinne fra Libya får Studentenes fredspris
N5696	nyheter	trondheim	Slik eksploderer glass spontant
N5697	nyheter	nordtrondelag	Pegida-marsj: 8 Motmarsj: 219
N5700	nyheter	nordtrondelag	Pegida-talen overdøvet av rop og trommer
N5702	nyheter	innenriks	Kongelige tufter i Hommelvik
N5704	nyheter	sortrondelag	Har du sett Mattis (14)?
N5705	No category	No subcategory	Danske myndigheter: Lad aldri elbil i vanlig stikkontakt
N5707	nyheter	trondheim	Fant narkotika og dopingmidler i bil
N5708	nyheter	trondheim	- Vi fikk hakeslepp
N5709	nyheter	sortrondelag	Dum og dummere...
N5710	No category	No subcategory	Stoppet enormt flyttelass
N5711	nyheter	nordtrondelag	- Tenk om den hadde truffet en skolebuss
N5712	pluss	nyheter	Denne professoren avgjør hvem som får status som eliteutdannere i Norge
N5715	100sport	fotball	Nederlandsk avis om Martin Ødegaard: - Unikt talent eller PR-stunt?
N5716	pluss	nyheter	NTNU kjemper om prestisjetung status
N5717	pluss	nyheter	- Satt under pulten i panikkangst
N5719	pluss	nyheter	NTNU-studentene misfornøyd med veiledningen
N5723	nyheter	innenriks	- Dette er uhyre tungt for meg
N5724	nyheter	nordtrondelag	Værnes har nådd magisk mål for utenlandstrafikken
N5726	No category	No subcategory	Ny kåring: Her er verdens beste flyselskap
N5727	forbruker	hjem	Hus fylt av skatter
N5728	pluss	nyheter	Trass i flere passasjerer på Værnes kutter Norwegian ruter
N5729	pluss	magasin	Historiske trondheimsbilder: Her danser de på Singsakertrikken
N5730	nyheter	innenriks	Widerøe fikk alle regionale flyginger i nord
N5731	pluss	meninger	Når noen ikke er her lenger
N5732	pluss	okonomi	- De som har tapt på globaliseringen, har ikke blitt tatt på alvor
N5733	nyheter	nordtrondelag	Vil ikke ha drivstofflager i strandsonen
N5734	nyheter	innenriks	Passasjerrekord for Norwegian i 2016
N5735	kultur	vin	Trøndersk vin fra Italia
N5736	forbruker	hjem	Reitan elsker interiør
N5737	nyheter	trondheim	Stoppet enormt flyttelass
N5738	nyheter	trondheim	Fikk gratis klipp på julaften
N5741	100sport	kampsport	Brækhus: – Jeg håper Erna kommer for å gi boksemotstanderne en liten kilevink
N5744	nyheter	trondheim	Kvinne kom hjem og fant fremmed mann i sengen sin
N5745	No category	No subcategory	- Miljøhensynet blir bare et alibi
N5746	pluss	nyheter	Skal bedre helsen for folk med schizofreni
N5748	pluss	meninger	Jeg mistet faren min påska 1971. Jeg var seks år. Jula det året husker jeg ikke.
N5749	nyheter	nordtrondelag	Han sa bare: «oh, sorry, sorry, sorry»
N5750	pluss	okonomi	Dette er de nye eiernes planer for Postterminalen
N5752	nyheter	utenriks	- Det er min tur til å takke
N5753	nyheter	okonomi	Nærmer seg en halv milliard i inntekter
N5757	No category	No subcategory	Pushwagner til Levanger med sju helt nye bilder
N5759	No category	No subcategory	Livsfarlig miljø ønsket action-jazz
N5760	No category	No subcategory	Derfor kan det være positivt at foreldre er uenige om barneoppdragelsen
N5761	nyheter	okonomi	Mot konkurs for Frakken
N5762	nyheter	okonomi	Frakken er solgt
N5763	nyheter	trondheim	- Denne galskapen må stoppes
N5764	nyheter	trondheim	Familie i utforkjøring på Spongdal
N5765	nyheter	innenriks	Breivik skrev brev til de etterlatte
N5766	No category	No subcategory	Onsdag kan du miste NRK-kanaler på DAB – slik får du dem tilbake
N5767	nyheter	trondheim	Mer avfall skal gjenvinnes i nytt mottaksanlegg
N5768	100sport	vintersport	«Har pokerspilleren Northug lurt oss igjen?»
N5769	No category	No subcategory	Sonos Play: 5 setter ny standard
N5770	nyheter	trondheim	- Jeg hylte og gråt da den kom opp til overflaten
N5773	nyheter	utenriks	To omkom i påsatt brann i Danmark
N5774	No category	No subcategory	Hevder disse lekene sladrer på barnet ditt
N5775	nyheter	trondheim	Politiets store flyttesjau
N5777	nyheter	trondheim	Leangen travbane lover flere sprelske pr-stunt i 2016
N5778	nyheter	trondheim	- Dum og dummere
N5779	nyheter	innenriks	FM-nettet i Nordland slukket på direkten
N5780	nyheter	okonomi	Signicat fra Trondheim selger ID-løsninger til 124 banker i Norden
N5781	pluss	nyheter	- Det skal bli like stas å undervise som å forske
N5782	100sport	idrettspolitikk	TV-sjef refser Kaggestad: - Han kan ikke reglene
N5784	nyheter	innenriks	Disse tre vil gjøre køa hos legen kortere
N5785	nyheter	sortrondelag	Testet flyalarmen
N5786	nyheter	trondheim	Falt ned fra stige i Trondheim
N5789	forbruker	hjem	April 2008: Sjelden eiendom til 15 millioner
N5790	pluss	magasin	Historisk Trondheimsrebus: Da kongen la kartet feil vei ...
N5791	nyheter	innenriks	Telefonstorm til NRK under FM-slukking
N5792	nyheter	innenriks	Derfor ulte tyfonene i dag
N5793	nyheter	okonomi	Du kan bli nødt til å smøre matpakke til jobb
N5794	sport	sprek	Hvilken skive er grovest?
N5795	nyheter	innenriks	Frykter spektakulær vold når Breivik ikke får oppmerksomhet
N5796	nyheter	okonomi	Har ansatt 40 nye medarbeidere hittil i år
N5797	No category	No subcategory	Oppdragelsesekspert tar oppgjør med roskulturen
N5798	No category	No subcategory	Test av 48 grovbrød
N5799	No category	No subcategory	Dette er ADHD, og dette er mytene
N5800	No category	No subcategory	Psykolog: - Det er vanlig at foreldre har en gullunge
N5806	No category	No subcategory	Hva gjør du når du synes barnet ditt er blitt for tjukk?
N5809	No category	No subcategory	Dette må med i barnehagesøknaden
N5810	100sport	fotball	Diskerud etter TIL-trening: – Jeg er blitt glad i Tromsø
N5811	No category	No subcategory	Ponnier på rømmen endte i retten
N5813	100sport	fotball	Skammelsrud ber RBK være forsiktige med å hente stjernespillere
N5814	nyheter	trondheim	Slik blir Sivilforsvarets varslingssignal etter FM-slukkingen
N5815	nyheter	okonomi	Konkurransetilsynet følger Rema-striden
N5817	No category	No subcategory	Sjokkert etter dildo-scene
N5818	nyheter	trondheim	- Dette er uvanlig og grovt
N5819	100sport	fotball	Gamst-agent: - Skjer ikke noe før i januar
